Dex Name,Router Address,Factory Address,Chain Name,Chain ID,Pair Name,Token0 Address,Token1 Address,Pair Address
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ATOM_BSW,0x0Eb3a705fc54725037CC9e008bDede697f62F335,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0xD7a8d822FAcff5dceA5a1953C3c93e6C66810807
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ATOM_WBNB,0x0Eb3a705fc54725037CC9e008bDede697f62F335,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x5a36E9659F94F27e4526DDf6Dd8f0c3B3386D7F3
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AUTO_BUSD,0xa184088a740c695e156f91f5cc086a06bb78b827,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xeF1507c986630d515858f577F36D435fdeaCB564
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AUTO_USDT,0xa184088a740c695e156f91f5cc086a06bb78b827,0x55d398326f99059ff775485246999027b3197955,0xa174993801DB60A9ba3f963874228E9863C69AA0
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AUTO_WBNB,0xa184088a740c695e156f91f5cc086a06bb78b827,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xa34E97d80b76315665687E36c0E8b7f6a611685F
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AVAX_BUSD,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x78D92565ef23F897548bB538B5789419085F5642
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AVAX_USDT,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,0x55d398326f99059ff775485246999027b3197955,0x980F7e0a3Ea6aA98010B081e494737E6c4103761
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AVAX_WBNB,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x2f3899fFB9FdCf635132F7bb94c1a3A0F906cc6f
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AXS_BSW,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0xeF8d7B3A420bbD562480d0A10BE405A48B183187
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AXS_BUSD,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xb68eBc5623FB4D351FB95343d68CbaB83cdDaB62
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AXS_USDT,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,0x55d398326f99059ff775485246999027b3197955,0x8F53F3ee6aafB20f615127Da3D14A002A142Eb0f
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AXS_WBNB,0x715d400f88c167884bbcc41c5fea407ed4d2f8a0,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x19058558Bbc66C2Dd97c5cA8a189d350A34e4423
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BABY_USDT,0x53E562b9B7E5E94b81f10e96Ee70Ad06df3D2657,0x55d398326f99059ff775485246999027b3197955,0xEaC9C32178f58634A9fbb1Ed1eC9AF1631a3C367
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BABYCAKE_WBNB,0xdB8D30b74bf098aF214e862C90E647bbB1fcC58c,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x897f6A46BFBDEB0A5777F7629b5f59629b8F4b54
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BabyDoge_BSW,0xc748673057861a797275CD8A068AbB95A902e8de,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0xf63F4c5A2D85F738C97cC5488722022e7499448C
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BabyDoge_BUSD,0xc748673057861a797275CD8A068AbB95A902e8de,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x6d32c53F67108D1E136E77207a0aD2Be40EA7381
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BabyDoge_FLOKI,0xc748673057861a797275CD8A068AbB95A902e8de,0x2b3f34e9d4b127797ce6244ea341a83733ddd6e4,0x7f17fFd0bF60ee8Ee89Aa4085B7dbE41FC090886
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BabyDoge_SAFEMOON,0xc748673057861a797275CD8A068AbB95A902e8de,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,0xCbF15c4034393F432238183fEc014931D6087Aa2
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BabyDoge_USDT,0xc748673057861a797275CD8A068AbB95A902e8de,0x55d398326f99059ff775485246999027b3197955,0x9864EFa215b6dBfEC560e3785d7288f745f428a4
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BabyDoge_WBNB,0xc748673057861a797275CD8A068AbB95A902e8de,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xbed24d194AfE26169a1F4a419E381dd4e99f9C1f
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BAKE_BSW,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0x42A522E6873401C5ea53d6A80dAb675EDEbFe631
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,BAKE_WBNB,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x4c372698eaF2DA2A04dfEaDFE14DB0635fEfdB34
PancakeSwap,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0xBCfCcbde45cE874adCB698cC183deBcF17952812,bsc,56,,0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,0x007EA5C0Ea75a8DF45D288a4debdD5bb633F9e56,0x0378bfA9D0afD1aDBBD6b5CaDF0a1C0b7AE156Bb
PancakeSwap,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0xBCfCcbde45cE874adCB698cC183deBcF17952812,bsc,56,,0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x348Ca2a85D2d66933A974E2D5E9359a9b44C779A
PancakeSwap,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0xBCfCcbde45cE874adCB698cC183deBcF17952812,bsc,56,,0xfb6115445bff7b52feb98650c87f44907e58f802,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x48c1b5E3fA722251ACbC22A297030dd557cdf6ab
